district,is_incumbent,name,party,percent,state,votes,won,year,count_victories,unemployement_rate,is_presidential_year,president_can_be_re_elected,president_party,president_overall_avg_job_approval,last_D_house_seats,last_R_house_seats,last_house_majority,fundraising
District 1,0.0,Paul Walker,D,16.3,Kentucky,31599,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,12065.0
District 1,0.0,Mark Holbrook,R,32.4,Maine,109714,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,83988.8233333333
District 1,1.0,Chellie Pingree,D,58.8,Maine,198853,1,2018,4,3.7,0.0,1.0,R,0.395,194.0,241.0,R,83988.8233333333
District 4,0.0,Ryan Trundle,D,33.6,Louisiana,72923,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,998613.6919999999
District 2,1.0,Brett Guthrie,R,66.3,Kentucky,160888,1,2018,5,3.7,0.0,1.0,R,0.395,194.0,241.0,R,29986.503333333338
District 6,0.0,Andie Saizan,D,8.1,Louisiana,21619,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,762400.62125
District 6,0.0,Justin DeWitt,D,20.5,Louisiana,55078,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,0.0
District 6,1.0,Garret Graves,R,69.5,Louisiana,186502,1,2018,2,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1727204.93
District 3,1.0,John A. Yarmuth,D,62.1,Kentucky,172999,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,544230.67
District 5,0.0,Jessee Carlton Fleenor,D,30.0,Louisiana,67113,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,0.0
District 5,1.0,Ralph Abraham,R,66.5,Louisiana,149010,1,2018,2,3.7,0.0,1.0,R,0.395,194.0,241.0,R,648899.5299999998
District 2,0.0,Hank Linderman,D,31.4,Kentucky,76220,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,85359.51
District 5,0.0,John Hugo,R,24.0,Massachusetts,72353,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,655038.7939999999
District 6,1.0,Seth Moulton,D,65.2,Massachusetts,216282,1,2018,2,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2124800.25
District 6,0.0,Joseph Schneider,R,31.4,Massachusetts,104379,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2798328.4433333334
District 14,0.0,Marc Herschfus,R,17.4,Michigan,45539,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,794031.1814285715
District 14,1.0,Brenda Lawrence,D,80.8,Michigan,210973,1,2018,2,3.7,0.0,1.0,R,0.395,194.0,241.0,R,587629.16
District 17,1.0,Cheri Bustos,D,61.8,Illinois,139461,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,11284.050000000001
District 17,0.0,Bill Fawell,R,38.2,Illinois,86218,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,11284.050000000001
District 13,0.0,Rashida Tlaib,D,84.6,Michigan,163782,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,0.0
District 12,0.0,Jeff Jones,R,28.8,Michigan,84220,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,678259.4457142856
District 1,0.0,Dan Feehan,D,49.7,Minnesota,144891,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,993076.7
District 12,1.0,Debbie Dingell,D,68.2,Michigan,199690,1,2018,2,3.7,0.0,1.0,R,0.395,194.0,241.0,R,864592.83
District 18,0.0,Junius Rodriguez,D,32.5,Illinois,93330,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,39836.37
District 11,0.0,Lena Epstein,R,43.1,Michigan,44103,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1638150.6
District 11,0.0,Haley Stevens,D,53.8,Michigan,55131,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1028600.93
District 1,1.0,Peter Visclosky,D,67.3,Indiana,120477,1,2018,2,3.7,0.0,1.0,R,0.395,194.0,241.0,R,872316.74
District 10,0.0,Kimberly Bizon,D,35.0,Michigan,106098,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,0.0
District 10,1.0,Paul Mitchell,R,60.3,Michigan,182870,1,2018,1,3.7,0.0,1.0,R,0.395,194.0,241.0,R,529362.76
District 18,1.0,Darin LaHood,R,67.5,Illinois,193543,1,2018,1,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1840908.43
District 1,0.0,Mark Leyva,R,32.7,Indiana,58473,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,552917.8375000003
District 1,0.0,Jim Hagedorn,R,50.1,Minnesota,146202,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,790971.59
District 16,1.0,Adam Kinzinger,R,59.7,Illinois,149205,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1451799.73
District 13,1.0,Rodney Davis,R,50.7,Illinois,135680,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2358554.1
District 13,0.0,Betsy Londrigan,D,49.3,Illinois,131958,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1653023.5533333332
District 5,0.0,Jennifer Zielinski,R,21.7,Minnesota,74437,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,162194.2
District 5,0.0,Ilhan Omar,D,78.0,Minnesota,267690,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,162194.2
District 4,0.0,Greg Ryan,R,29.8,Minnesota,97696,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,8421.31
District 4,1.0,Betty McCollum,D,66.0,Minnesota,216701,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,594580.98
District 16,0.0,Sara Dady,D,40.3,Illinois,100789,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,212045.38
District 14,0.0,Lauren Underwood,D,52.0,Illinois,133597,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1130813.79
District 3,1.0,Erik Paulsen,R,44.2,Minnesota,160838,0,2018,5,3.7,0.0,1.0,R,0.395,194.0,241.0,R,3714752.06
District 3,0.0,Dean Phillips,D,55.6,Minnesota,202402,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2288216.83
District 15,1.0,John Shimkus,R,72.0,Illinois,177682,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1472708.63
District 15,0.0,Kevin Gaither,D,28.0,Illinois,69234,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,29622.37
District 2,1.0,Jason Lewis,R,47.1,Minnesota,159373,0,2018,1,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1808192.91
District 2,0.0,Angie Craig,D,52.6,Minnesota,177971,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1670740.8622222221
District 14,1.0,Randy Hultgren,R,48.0,Illinois,123252,0,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,327696.80249999993
District 9,0.0,Candius Stearns,R,36.8,Michigan,112309,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,162131.0
District 9,0.0,Andy Levin,D,59.6,Michigan,181844,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1006181.6587500002
District 2,1.0,Jackie Walorski,R,57.1,Indiana,117901,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,909409.7400000001
District 6,0.0,Greg Pence,R,63.8,Indiana,154227,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1691692.8
District 6,0.0,Jeannine Lee Lake,D,32.9,Indiana,79417,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,0.0
District 2,0.0,Rob Davidson,D,43.0,Michigan,131195,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,24412.183333333334
District 2,1.0,Bill Huizenga,R,55.3,Michigan,168843,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,24412.18333333333
District 7,1.0,Andre Carson,D,61.6,Indiana,86868,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,721330.45
District 1,0.0,Matthew Morgan,D,43.7,Michigan,144203,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,775638.43
District 3,1.0,Justin Amash,R,55.1,Michigan,162038,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,551458.22
District 1,1.0,Jack Bergman,R,56.3,Michigan,185752,1,2018,1,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1717411.99
District 9,0.0,Peter Tedeschi,R,40.7,Massachusetts,130424,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,662103.36
District 9,1.0,Bill Keating,D,59.3,Massachusetts,190213,1,2018,1,3.7,0.0,1.0,R,0.395,194.0,241.0,R,506890.325
District 8,1.0,Larry Bucshon,R,64.4,Indiana,157321,1,2018,4,3.7,0.0,1.0,R,0.395,194.0,241.0,R,695548.05
District 8,0.0,William Tanoos,D,35.6,Indiana,86816,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,155324.25
District 9,1.0,Trey Hollingsworth,R,59.6,Indiana,146699,1,2018,1,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1116720.21
District 9,0.0,Liz Watson,D,40.4,Indiana,99424,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1074503.69
District 7,0.0,Wayne Harmon,R,38.4,Indiana,54104,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,0.0
District 3,0.0,Cathy Albro,D,42.5,Michigan,124981,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1087232.555
District 5,0.0,Dee Thornton,D,40.5,Indiana,116716,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,55516.08
District 4,1.0,John Moolenaar,R,62.6,Michigan,178511,1,2018,2,3.7,0.0,1.0,R,0.395,194.0,241.0,R,819678.62
District 2,0.0,Mel Hall,D,42.9,Indiana,88593,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,909409.7400000001
District 8,1.0,Mike Bishop,R,48.3,Michigan,153157,0,2018,2,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1202076.636
District 8,0.0,Elissa Slotkin,D,49.0,Michigan,155622,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,3029547.58
District 3,1.0,Jim Banks,R,64.7,Indiana,158655,1,2018,1,3.7,0.0,1.0,R,0.395,194.0,241.0,R,759500.61
District 7,0.0,Gretchen Driskell,D,46.2,Michigan,136124,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1179878.99
District 7,1.0,Tim Walberg,R,53.8,Michigan,158832,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1307955.2825
District 3,0.0,Courtney Tritch,D,35.3,Indiana,86420,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,497037.89
District 6,0.0,Matt Longjohn,D,45.7,Michigan,132681,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,666736.58
District 6,1.0,Fred Upton,R,50.2,Michigan,145556,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,865179.3133333335
District 4,0.0,Jim Baird,R,64.1,Indiana,148463,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,50324.98999999999
District 4,0.0,Tobi Beck,D,35.9,Indiana,83107,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,63916.89
District 5,0.0,Travis Wines,R,35.9,Michigan,99269,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,525410.7028571429
District 5,1.0,Dan Kildee,D,59.5,Michigan,164521,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,820850.71
District 5,1.0,Susan Brooks,R,59.5,Indiana,171194,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,979814.96
District 4,0.0,Jerry Hilliard,D,37.4,Michigan,106539,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1271519.305
District 6,0.0,Ian Todd,D,38.7,Minnesota,122333,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,6191339.618000001
District 4,0.0,Mariah Phillips,D,33.6,Tennessee,77955,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,292330.61
District 26,0.0,Debbie Mucarsel-Powell,D,50.7,Florida,116626,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1653773.85
District 7,1.0,Nydia Velazquez,D,93.3,New York,137444,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,790415.68
District 50,1.0,Duncan Hunter,R,54.2,California,66934,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,846190.69
District 50,0.0,Ammar Campa-Najjar,D,45.8,California,56481,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1077819.97
District 2,0.0,David Torres,R,21.1,Pennsylvania,41323,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,515196.36999999994
District 2,1.0,Brendan Boyle,D,78.9,Pennsylvania,154058,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,520267.82
District 51,1.0,Juan Vargas,D,68.1,California,57391,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,667412.4
District 1,0.0,Scott Wallace,D,48.7,Pennsylvania,160098,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,500611.7657142857
District 3,1.0,Dwight Evans,D,93.3,Pennsylvania,273243,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,251254.95000000007
District 1,1.0,Brian Fitzpatrick,R,51.3,Pennsylvania,168841,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1302437.9
District 5,0.0,Mark Callahan,R,42.0,Oregon,135249,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,13111.99
District 5,1.0,Kurt Schrader,D,55.0,Oregon,177419,1,2018,5,3.7,0.0,1.0,R,0.395,194.0,241.0,R,87755.92999999998
District 52,1.0,Scott Peters,D,61.2,California,107956,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2250815.0
District 52,0.0,Omar Qudrat,R,38.8,California,68339,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,279612.94
District 4,0.0,Art Robinson,R,41.0,Oregon,149688,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,68022.34
District 4,1.0,Peter DeFazio,D,55.9,Oregon,204108,1,2018,11,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1163186.96
District 51,0.0,Juan Hidalgo,R,31.9,California,26833,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,0.0
District 53,1.0,Susan Davis,D,66.1,California,101781,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,303845.12
District 3,0.0,Bryan Leib,R,6.7,Pennsylvania,19494,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,251254.95000000007
District 4,0.0,Madeleine Dean,D,63.9,Pennsylvania,207381,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,774624.216
District 8,0.0,John Chrin,R,45.4,Pennsylvania,111640,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,0.0
District 8,1.0,Matt Cartwright,D,54.6,Pennsylvania,134519,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2195853.0522222226
District 47,1.0,Alan Lowenthal,D,62.2,California,87553,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,555090.44
District 7,0.0,Marty Nothstein,R,42.8,Pennsylvania,77190,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1239531.0033333336
District 7,0.0,Susan Wild,D,54.1,Pennsylvania,97657,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1239531.0033333336
District 47,0.0,John Briscoe,R,37.8,California,53132,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,922576.3388888891
District 49,0.0,Diane Harkey,R,46.3,California,84636,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1698367.8766666662
District 6,0.0,Greg McCauley,R,41.2,Pennsylvania,122896,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1922525.275
District 48,0.0,Harley Rouda,D,51.8,California,105047,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2875942.85
District 48,1.0,Dana Rohrabacher,R,48.2,California,97719,0,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1669295.36
District 5,0.0,Pearl Kim,R,34.9,Pennsylvania,101861,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,66827.07400000001
District 5,0.0,Mary Gay Scanlon,D,65.1,Pennsylvania,189957,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,0.0
District 49,0.0,Mike Levin,D,53.7,California,98240,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2749042.11
District 4,0.0,Dan David,R,36.1,Pennsylvania,116954,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,774624.216
District 6,0.0,Chrissy Houlahan,D,58.8,Pennsylvania,175516,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2806247.5
District 46,0.0,Russell Lambert,R,36.4,California,28679,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,652512.9333333335
District 3,1.0,Earl Blumenauer,D,72.6,Oregon,273363,1,2018,11,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1013016.42
District 2,0.0,Jamie McLeod-Skinner,D,39.2,Oregon,141036,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,281505.29
District 4,0.0,Karen McCormick,D,39.1,Colorado,139380,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,326448.36
District 1,0.0,Tim Gilpin,D,40.7,Oklahoma,101835,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1131692.622
District 1,0.0,Kevin Hern,R,59.3,Oklahoma,148203,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2916105.06
District 5,1.0,Doug Lamborn,R,58.3,Colorado,159932,1,2018,4,3.7,0.0,1.0,R,0.395,194.0,241.0,R,74882.60666666662
District 5,0.0,Stephany Rose Spaulding,D,38.3,Colorado,104930,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,209387.54
District 16,0.0,Susan Moran Palmer,D,43.1,Ohio,126565,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,71848.8
District 2,1.0,Markwayne Mullin,R,65.0,Oklahoma,139921,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1258330.91
District 16,0.0,Anthony Gonzalez,R,56.9,Ohio,166835,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1369032.62
District 15,1.0,Steve Stivers,R,58.6,Ohio,165446,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,341987.56333333335
District 6,0.0,Jason Crow,D,54.1,Colorado,184399,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2256452.05
District 6,1.0,Mike Coffman,R,42.9,Colorado,146339,0,2018,4,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2475735.9979999973
District 14,0.0,Betsy Rader,D,44.4,Ohio,131274,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1181440.74
District 14,1.0,David Joyce,R,55.6,Ohio,164318,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1559510.22
District 7,1.0,Ed Perlmutter,D,60.3,Colorado,198792,1,2018,4,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2225419.956666667
District 15,0.0,Rick Neal,D,39.5,Ohio,111385,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,916735.25
District 53,0.0,Morgan Murtaugh,R,33.9,California,52311,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,371250.62000000005
District 2,0.0,Jason Nichols,D,30.1,Oklahoma,64861,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,990825.6685714286
District 3,1.0,Frank Lucas,R,73.9,Oklahoma,172757,1,2018,1,3.7,0.0,1.0,R,0.395,194.0,241.0,R,826199.43
District 2,1.0,Greg Walden,R,56.5,Oregon,203565,1,2018,10,3.7,0.0,1.0,R,0.395,194.0,241.0,R,4188686.84
District 1,1.0,Diana DeGette,D,71.7,Colorado,183933,1,2018,8,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1017692.63
District 1,0.0,Casper Stockham,R,25.6,Colorado,65700,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,750222.6514285713
District 1,0.0,John Verbeek,R,32.5,Oregon,110390,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1129481.3185714292
District 1,1.0,Suzanne Bonamici,D,63.3,Oregon,215296,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,785978.88
District 2,0.0,Joe Neguse,D,60.0,Colorado,252220,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,855148.94
District 4,1.0,Ken Buck,R,60.9,Colorado,216954,1,2018,2,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1199611.9733333301
District 5,1.0,Steve Russell,R,49.3,Oklahoma,117725,0,2018,2,3.7,0.0,1.0,R,0.395,194.0,241.0,R,702066.0
District 2,0.0,Peter Yu,R,33.9,Colorado,142617,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,358985.02999999997
District 4,0.0,Mary Brannon,D,33.0,Oklahoma,77802,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,0.0
District 4,1.0,Tom Cole,R,63.0,Oklahoma,148441,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1432549.37
District 3,1.0,Scott Tipton,R,51.7,Colorado,169105,1,2018,4,3.7,0.0,1.0,R,0.395,194.0,241.0,R,983570.36
District 3,0.0,Diane Mitsch Bush,D,43.4,Colorado,142049,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,641278.77
District 3,0.0,Frankie Robbins,D,26.1,Oklahoma,61095,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,721340.5628571428
District 5,0.0,Kendra Horn,D,50.7,Oklahoma,121013,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,417991.09
District 46,1.0,Lou Correa,D,63.6,California,50100,1,2018,1,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1053099.76
District 9,0.0,Dan Meuser,R,61.1,Pennsylvania,117326,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1692799.0883333336
District 9,0.0,Denny Wolff,D,38.9,Pennsylvania,74549,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1692799.0883333334
District 6,1.0,James Clyburn,D,71.0,South Carolina,139709,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1435293.57
District 36,1.0,Raul Ruiz,D,56.4,California,59343,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,2558773.33
District 5,0.0,Archie Parnell,D,41.5,South Carolina,102689,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,477021.34
District 5,1.0,Ralph Norman,R,57.1,South Carolina,141273,1,2018,1,3.7,0.0,1.0,R,0.395,194.0,241.0,R,481816.0
District 36,0.0,Kimberlin Brown Pelzer,R,43.6,California,45931,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,468236.0
District 4,0.0,Brandon Brown,D,36.5,South Carolina,88849,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,3690.0
District 6,0.0,Gerhard Gressmann,R,27.4,South Carolina,53917,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,0.0
District 4,0.0,William Timmons,R,59.6,South Carolina,144990,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,3690.0
District 37,0.0,Ron Bassilian,R,11.8,California,17972,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,3893.34
District 3,0.0,Mary Geren,D,31.6,South Carolina,60267,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,426285.0416666667
District 3,1.0,Jeff Duncan,R,67.2,South Carolina,128088,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,580557.16
District 2,0.0,Sean Carrigan,D,42.4,South Carolina,108896,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,30989.36
District 2,1.0,Joe Wilson,R,56.3,South Carolina,144407,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,32805.13999999999
District 38,1.0,Linda Sánchez,D,66.9,California,91104,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1362343.1
District 37,1.0,Karen Bass,D,88.2,California,134719,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,586131.78
District 38,0.0,Ryan Downing,R,33.1,California,45175,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,617506.7755555551
District 35,0.0,Christian Valiente,R,32.4,California,28282,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1259.0
District 7,1.0,Tom Rice,R,59.6,South Carolina,134132,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1308818.31
District 32,1.0,Grace Napolitano,D,66.7,California,79335,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,241845.31
District 32,0.0,Joshua Scott,R,33.3,California,39600,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,459539.76000000007
District 3,0.0,Danielle Mitchell,D,34.5,Tennessee,84633,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,185867.26
District 3,1.0,Charles J. Fleischmann,R,63.7,Tennessee,156436,1,2018,2,3.7,0.0,1.0,R,0.395,194.0,241.0,R,135425.285
District 33,1.0,Ted Lieu,D,68.0,California,144380,1,2018,2,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1433407.63
District 33,0.0,Kenneth Wright,R,32.0,California,67939,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,107251.84
District 35,1.0,Norma Torres,D,67.6,California,58982,1,2018,2,3.7,0.0,1.0,R,0.395,194.0,241.0,R,508857.46
District 2,0.0,Renee Hoyos,D,33.1,Tennessee,86611,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,138011.56
District 1,0.0,Marty Olsen,D,21.0,Tennessee,47087,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,71371.98
District 1,1.0,Phil Roe,R,77.1,Tennessee,172708,1,2018,3,3.7,0.0,1.0,R,0.395,194.0,241.0,R,31847.660000000003
District 34,1.0,Jimmy Gomez,D,74.2,California,70695,1,2018,1,3.7,0.0,1.0,R,0.395,194.0,241.0,R,0.0
At-Large,0.0,Timothy Bjorkman,D,36.0,South Dakota,120582,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1032117.8367059228
At-Large,0.0,Dusty Johnson,R,60.4,South Dakota,202203,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,1032117.836705923
District 7,0.0,Robert Williams,D,40.2,South Carolina,90478,0,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,809185.3116666666
District 2,0.0,Tim Burchett,R,65.9,Tennessee,172765,1,2018,0,3.7,0.0,1.0,R,0.395,194.0,241.0,R,630946.95
