request,Candidate:token,Candidate:id,Candidate,Candidate_Entity:token,Candidate_Entity:id,Candidate_Entity,Election_Status:token,Election_Status:id,Election_Status,Status_of_Candidate:token,Status_of_Candidate:id,Status_of_Candidate,Specific_Party:token,Specific_Party:id,Specific_Party,General_Party:token,General_Party:id,General_Party,Election_Jurisdiction:token,Election_Jurisdiction:id,Election_Jurisdiction,Election_Year:token,Election_Year:id,Election_Year,Election_Type:token,Election_Type:id,Election_Type,Office_Sought:token,Office_Sought:id,Office_Sought,Incumbency_Status:token,Incumbency_Status:id,Incumbency_Status,#_of_Records,Total_$
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142555&c-t-p=3,c-t-id,142555,"VIEYRA, ANTHONY W",c-t-eid,17660198,"VIEYRA, ANTHONY W",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,51,GREEN,c-t-p,3,Third-Party,s,CA,CA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15030,"US HOUSE DISTRICT CA 035",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142557&c-t-p=2,c-t-id,142557,"OSBORNE, MORGAN",c-t-eid,17660200,"OSBORNE, MORGAN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,CA,CA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15032,"US HOUSE DISTRICT CA 037",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142558&c-t-p=2,c-t-id,142558,"FOLEY, STEVE",c-t-eid,17660201,"FOLEY, STEVE",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,CA,CA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15042,"US HOUSE DISTRICT CA 047",c-t-ico,O,Open,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142560&c-t-p=1,c-t-id,142560,"RAMIREZ, DANIEL C (DANNY)",c-t-eid,6410377,"RAMIREZ, DANIEL C (DANNY)",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CA,CA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15046,"US HOUSE DISTRICT CA 051",c-t-ico,O,Open,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142561&c-t-p=2,c-t-id,142561,"PORTLEY, BERNARD",c-t-eid,17660204,"PORTLEY, BERNARD",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,CA,CA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15046,"US HOUSE DISTRICT CA 051",c-t-ico,O,Open,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142562&c-t-p=1,c-t-id,142562,"PETERS, SCOTT",c-t-eid,14148706,"PETERS, SCOTT",c-t-ftsts,Won-General,Won-General,c-t-sts,1,Won,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,CA,CA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15047,"US HOUSE DISTRICT CA 052",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142563&c-t-p=2,c-t-id,142563,"CARSWELL, GENE HAMILTON",c-t-eid,17660207,"CARSWELL, GENE HAMILTON",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,CA,CA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15047,"US HOUSE DISTRICT CA 052",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142564&c-t-p=2,c-t-id,142564,"SUBKA, JOHN L",c-t-eid,17660208,"SUBKA, JOHN L",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,CA,CA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15047,"US HOUSE DISTRICT CA 052",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142565&c-t-p=3,c-t-id,142565,"SHEHATA, EHAB T",c-t-eid,17660209,"SHEHATA, EHAB T",c-t-ftsts,"Lost-Top Two Primary","Lost-Top Two Primary",c-t-sts,2,Lost,c-t-pt,156,UNAFFILIATED,c-t-p,3,Third-Party,s,CA,CA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15047,"US HOUSE DISTRICT CA 052",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142566&c-t-p=2,c-t-id,142566,"MURPHY, RICHARD W",c-t-eid,17660211,"MURPHY, RICHARD W",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,CO,CO,y,2012,2012,c-r-t,1,Standard,c-r-osid,15049,"US HOUSE DISTRICT CO 001",c-t-ico,O,Open,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142567&c-t-p=3,c-t-id,142567,"ATWOOD, FRANK F",c-t-eid,428486,"ATWOOD, FRANK F",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,73,LIBERTARIAN,c-t-p,3,Third-Party,s,CO,CO,y,2012,2012,c-r-t,1,Standard,c-r-osid,15049,"US HOUSE DISTRICT CO 001",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142568&c-t-p=3,c-t-id,142568,"JUNIEL, THOMAS HENRY",c-t-eid,17660212,"JUNIEL, THOMAS HENRY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,CO,CO,y,2012,2012,c-r-t,1,Standard,c-r-osid,15049,"US HOUSE DISTRICT CO 001",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142569&c-t-p=3,c-t-id,142569,"SWING, GARY",c-t-eid,17660213,"SWING, GARY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,51,GREEN,c-t-p,3,Third-Party,s,CO,CO,y,2012,2012,c-r-t,1,Standard,c-r-osid,15049,"US HOUSE DISTRICT CO 001",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142570&c-t-p=3,c-t-id,142570,"LUALLIN, RANDY",c-t-eid,17660214,"LUALLIN, RANDY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,73,LIBERTARIAN,c-t-p,3,Third-Party,s,CO,CO,y,2012,2012,c-r-t,1,Standard,c-r-osid,15050,"US HOUSE DISTRICT CO 002",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142571&c-t-p=3,c-t-id,142571,"HALL, SUSAN P",c-t-eid,17660216,"HALL, SUSAN P",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,51,GREEN,c-t-p,3,Third-Party,s,CO,CO,y,2012,2012,c-r-t,1,Standard,c-r-osid,15050,"US HOUSE DISTRICT CO 002",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142572&c-t-p=3,c-t-id,142572,"HARVELL, KENNETH R",c-t-eid,17660217,"HARVELL, KENNETH R",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,13,"AMERICAN CONSTITUTION",c-t-p,3,Third-Party,s,CO,CO,y,2012,2012,c-r-t,1,Standard,c-r-osid,15053,"US HOUSE DISTRICT CO 005",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142573&c-t-p=3,c-t-id,142573,"LUZOV, MISHA",c-t-eid,17660218,"LUZOV, MISHA",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,51,GREEN,c-t-p,3,Third-Party,s,CO,CO,y,2012,2012,c-r-t,1,Standard,c-r-osid,15053,"US HOUSE DISTRICT CO 005",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142574&c-t-p=3,c-t-id,142574,"CANTRELL, GEORGE ALLEN",c-t-eid,17660219,"CANTRELL, GEORGE ALLEN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,CO,CO,y,2012,2012,c-r-t,1,Standard,c-r-osid,15053,"US HOUSE DISTRICT CO 005",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142575&c-t-p=3,c-t-id,142575,"PROVOST, PATRICK E",c-t-eid,17660220,"PROVOST, PATRICK E",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,73,LIBERTARIAN,c-t-p,3,Third-Party,s,CO,CO,y,2012,2012,c-r-t,1,Standard,c-r-osid,15054,"US HOUSE DISTRICT CO 006",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142576&c-t-p=3,c-t-id,142576,"CAMPBELL, DOUGLAS (DAYHORSE)",c-t-eid,6520845,"CAMPBELL, DOUGLAS (DAYHORSE)",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,13,"AMERICAN CONSTITUTION",c-t-p,3,Third-Party,s,CO,CO,y,2012,2012,c-r-t,1,Standard,c-r-osid,15055,"US HOUSE DISTRICT CO 007",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142577&c-t-p=3,c-t-id,142577,"DEROSA, S MICHAEL",c-t-eid,6524799,"DEROSA, S MICHAEL",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,51,GREEN,c-t-p,3,Third-Party,s,CT,CT,y,2012,2012,c-r-t,1,Standard,c-r-osid,15056,"US HOUSE DISTRICT CT 001",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142578&c-t-p=3,c-t-id,142578,"BENNETT, COLIN DANIEL",c-t-eid,6525951,"BENNETT, COLIN DANIEL",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,51,GREEN,c-t-p,3,Third-Party,s,CT,CT,y,2012,2012,c-r-t,1,Standard,c-r-osid,15057,"US HOUSE DISTRICT CT 002",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142579&c-t-p=3,c-t-id,142579,"CONCEPCION JR, HECTOR W",c-t-eid,17660225,"CONCEPCION JR, HECTOR W",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,CT,CT,y,2012,2012,c-r-t,1,Standard,c-r-osid,15058,"US HOUSE DISTRICT CT 003",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142580&c-t-p=3,c-t-id,142580,"JAEGER, RUSS",c-t-eid,17660227,"JAEGER, RUSS",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,CT,CT,y,2012,2012,c-r-t,1,Standard,c-r-osid,15060,"US HOUSE DISTRICT CT 005",c-t-ico,O,Open,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142581&c-t-p=3,c-t-id,142581,"GESTY, SCOTT",c-t-eid,6550362,"GESTY, SCOTT",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,73,LIBERTARIAN,c-t-p,3,Third-Party,s,DE,DE,y,2012,2012,c-r-t,1,Standard,c-r-osid,15061,"US HOUSE DISTRICT DE 001",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142582&c-t-p=3,c-t-id,142582,"AUGUST, BERNARD",c-t-eid,17660229,"AUGUST, BERNARD",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,51,GREEN,c-t-p,3,Third-Party,s,DE,DE,y,2012,2012,c-r-t,1,Standard,c-r-osid,15061,"US HOUSE DISTRICT DE 001",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142583&c-t-p=3,c-t-id,142583,"MILLER, FLOYD PATRICK",c-t-eid,17660230,"MILLER, FLOYD PATRICK",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15063,"US HOUSE DISTRICT FL 002",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142584&c-t-p=1,c-t-id,142584,"WERDER, H DAVID (THE FLAG-POLE SITTER)",c-t-eid,6509058,"WERDER, H DAVID (THE FLAG-POLE SITTER)",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15072,"US HOUSE DISTRICT FL 011",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142585&c-t-p=3,c-t-id,142585,"FLEMING, EILEEN",c-t-eid,17660233,"FLEMING, EILEEN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,179,"NO PARTY AFFILIATION",c-t-p,3,Third-Party,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15066,"US HOUSE DISTRICT FL 005",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142586&c-t-p=3,c-t-id,142586,"RIGGS, BRUCE RAY",c-t-eid,17660234,"RIGGS, BRUCE RAY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15066,"US HOUSE DISTRICT FL 005",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142587&c-t-p=2,c-t-id,142587,"SLOUGH, BEVERLY A",c-t-eid,16299809,"SLOUGH, BEVERLY A",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15067,"US HOUSE DISTRICT FL 006",c-t-ico,O,Open,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142588&c-t-p=2,c-t-id,142588,"PUESCHEL, ALEC",c-t-eid,17660235,"PUESCHEL, ALEC",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15067,"US HOUSE DISTRICT FL 006",c-t-ico,O,Open,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142589&c-t-p=3,c-t-id,142589,"MARRA, FRED",c-t-eid,17660236,"MARRA, FRED",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15068,"US HOUSE DISTRICT FL 007",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142590&c-t-p=3,c-t-id,142590,"SEEGOLAM, NAIPAUL",c-t-eid,17660238,"SEEGOLAM, NAIPAUL",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15071,"US HOUSE DISTRICT FL 010",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142591&c-t-p=2,c-t-id,142591,"VANCE, MADELINE",c-t-eid,17660239,"VANCE, MADELINE",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15074,"US HOUSE DISTRICT FL 013",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142592&c-t-p=3,c-t-id,142592,"BAUMANN, TOM",c-t-eid,17660240,"BAUMANN, TOM",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15078,"US HOUSE DISTRICT FL 017",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142593&c-t-p=3,c-t-id,142593,"SMITH, BRANDON M",c-t-eid,17660241,"SMITH, BRANDON M",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,179,"NO PARTY AFFILIATION",c-t-p,3,Third-Party,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15080,"US HOUSE DISTRICT FL 019",c-t-ico,O,Open,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142594&c-t-p=3,c-t-id,142594,"DUTROW, ANTHONY M",c-t-eid,17660243,"DUTROW, ANTHONY M",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15081,"US HOUSE DISTRICT FL 020",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142595&c-t-p=3,c-t-id,142595,"TROUT, W MICHAEL (MIKE)",c-t-eid,17660244,"TROUT, W MICHAEL (MIKE)",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,179,"NO PARTY AFFILIATION",c-t-p,3,Third-Party,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15082,"US HOUSE DISTRICT FL 021",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142596&c-t-p=3,c-t-id,142596,"KATZ, IIYA",c-t-eid,17660245,"KATZ, IIYA",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,179,"NO PARTY AFFILIATION",c-t-p,3,Third-Party,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15084,"US HOUSE DISTRICT FL 023",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142597&c-t-p=3,c-t-id,142597,"CRUZ-WIGGINS, THOMAS JOE",c-t-eid,17660247,"CRUZ-WIGGINS, THOMAS JOE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,179,"NO PARTY AFFILIATION",c-t-p,3,Third-Party,s,FL,FL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15088,"US HOUSE DISTRICT FL 027",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142598&c-t-p=3,c-t-id,142598,"FERGUSON, DAVID",c-t-eid,17660248,"FERGUSON, DAVID",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,GA,GA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15091,"US HOUSE DISTRICT GA 003",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142599&c-t-p=3,c-t-id,142599,"FRUIT, RACHELE",c-t-eid,17660250,"FRUIT, RACHELE",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,GA,GA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15092,"US HOUSE DISTRICT GA 004",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142600&c-t-p=3,c-t-id,142600,"BENSON, JOHN",c-t-eid,17660251,"BENSON, JOHN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,GA,GA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15093,"US HOUSE DISTRICT GA 005",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142601&c-t-p=1,c-t-id,142601,"WYTTENBACH II, ROY (SKY)",c-t-eid,17660252,"WYTTENBACH II, ROY (SKY)",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,HI,HI,y,2012,2012,c-r-t,1,Standard,c-r-osid,15103,"US HOUSE DISTRICT HI 001",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142602&c-t-p=2,c-t-id,142602,"CROWLEY, KAWIKA",c-t-eid,17660253,"CROWLEY, KAWIKA",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,HI,HI,y,2012,2012,c-r-t,1,Standard,c-r-osid,15104,"US HOUSE DISTRICT HI 002",c-t-ico,O,Open,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142603&c-t-p=2,c-t-id,142603,"DIGERONIMO, MATTHEW",c-t-eid,17660255,"DIGERONIMO, MATTHEW",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,HI,HI,y,2012,2012,c-r-t,1,Standard,c-r-osid,15104,"US HOUSE DISTRICT HI 002",c-t-ico,O,Open,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142604&c-t-p=3,c-t-id,142604,"HUGHES, GREGORY",c-t-eid,17660256,"HUGHES, GREGORY",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,99,"NOMINATED BY PETITION",c-t-p,3,Third-Party,s,IA,IA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15105,"US HOUSE DISTRICT IA 001",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142605&c-t-p=3,c-t-id,142605,"AVERSA, ALAN",c-t-eid,17660257,"AVERSA, ALAN",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,99,"NOMINATED BY PETITION",c-t-p,3,Third-Party,s,IA,IA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15106,"US HOUSE DISTRICT IA 002",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142606&c-t-p=3,c-t-id,142606,"ROSENFELD, DAVID",c-t-eid,6554487,"ROSENFELD, DAVID",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,151,"SOCIALIST WORKERS",c-t-p,3,Third-Party,s,IA,IA,y,2012,2012,c-r-t,1,Standard,c-r-osid,15107,"US HOUSE DISTRICT IA 003",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142607&c-t-p=1,c-t-id,142607,"CLINKINGBEARD, CYNTHIA",c-t-eid,17660259,"CLINKINGBEARD, CYNTHIA",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,ID,ID,y,2012,2012,c-r-t,1,Standard,c-r-osid,15109,"US HOUSE DISTRICT ID 001",c-t-ico,O,Open,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142608&c-t-p=3,c-t-id,142608,"OATES, ROB",c-t-eid,6668662,"OATES, ROB",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,73,LIBERTARIAN,c-t-p,3,Third-Party,s,ID,ID,y,2012,2012,c-r-t,1,Standard,c-r-osid,15109,"US HOUSE DISTRICT ID 001",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142609&c-t-p=2,c-t-id,142609,"MCCANDLESS, REED C",c-t-eid,17660262,"MCCANDLESS, REED C",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,ID,ID,y,2012,2012,c-r-t,1,Standard,c-r-osid,15109,"US HOUSE DISTRICT ID 001",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142610&c-t-p=1,c-t-id,142610,"RUSSELL JR, CLIFFORD M",c-t-eid,17660263,"RUSSELL JR, CLIFFORD M",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,33,DEMOCRATIC,c-t-p,1,Democratic,s,IL,IL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15111,"US HOUSE DISTRICT IL 001",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142611&c-t-p=2,c-t-id,142611,"TILLMAN II, JIMMY LEE",c-t-eid,17660265,"TILLMAN II, JIMMY LEE",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IL,IL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15111,"US HOUSE DISTRICT IL 001",c-t-ico,O,Open,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142612&c-t-p=3,c-t-id,142612,"WILLIAMS, ANTHONY W",c-t-eid,17660266,"WILLIAMS, ANTHONY W",c-t-ftsts,Lost-General,Lost-General,c-t-sts,2,Lost,c-t-pt,177,WRITEIN,c-t-p,3,Third-Party,s,IL,IL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15112,"US HOUSE DISTRICT IL 002",c-t-ico,C,Challenger,0,0.00
dt=1&f-fc=1&c-exi=1&c-r-ot=L&c-t-id=142613&c-t-p=2,c-t-id,142613,"TAYLOR SR, JAMES H",c-t-eid,17660267,"TAYLOR SR, JAMES H",c-t-ftsts,Lost-Primary,Lost-Primary,c-t-sts,2,Lost,c-t-pt,139,REPUBLICAN,c-t-p,2,Republican,s,IL,IL,y,2012,2012,c-r-t,1,Standard,c-r-osid,15112,"US HOUSE DISTRICT IL 002",c-t-ico,O,Open,0,0.00
